GO_term	Sampletype	Value
hyphal.cell.wall	sample_sa_sex	-0.158389772932668
GTPase.activator.activity	sample_BA_veg	0.18907554860092
GTPase.activator.activity	sample_BA_sex	0.352842706357977
GTPase.activator.activity	sample_sa_veg	-0.0921538423304228
GTPase.activator.activity	sample_sa_sex	0.160030634896243
ATP.synthesis.coupled.proton.transport	sample_BA_veg	0.2985588567917
ATP.synthesis.coupled.proton.transport	sample_BA_sex	0.481904044632141
ATP.synthesis.coupled.proton.transport	sample_sa_veg	0.316128904191391
ATP.synthesis.coupled.proton.transport	sample_sa_sex	0.332479697584113
ATPase.activity	sample_BA_veg	0.00997426302337957
ATPase.activity	sample_BA_sex	0.0280926171361504
ATPase.activity	sample_sa_veg	0.0583483269475581
ATPase.activity	sample_sa_sex	0.019882834201865
hydrogen.ion.transporting.ATP.synthase.activity..rotational.mechanism	sample_BA_veg	0.282259985620033
hydrogen.ion.transporting.ATP.synthase.activity..rotational.mechanism	sample_BA_sex	0.532793322368325
hydrogen.ion.transporting.ATP.synthase.activity..rotational.mechanism	sample_sa_veg	0.363892402777994
hydrogen.ion.transporting.ATP.synthase.activity..rotational.mechanism	sample_sa_sex	0.368012224919528
NADH.oxidation	sample_BA_veg	-0.0200158675424121
NADH.oxidation	sample_BA_sex	-0.16820344538917
NADH.oxidation	sample_sa_veg	-0.0553649645616363
NADH.oxidation	sample_sa_sex	-0.106048379329202
mitochondrial.respiratory.chain.complex.I	sample_BA_veg	-0.0147729715300983
mitochondrial.respiratory.chain.complex.I	sample_BA_sex	-0.153800310693052
mitochondrial.respiratory.chain.complex.I	sample_sa_veg	-0.046916879512743
mitochondrial.respiratory.chain.complex.I	sample_sa_sex	-0.0428450977423138
electron.carrier.activity	sample_BA_veg	-0.0349401196672775
electron.carrier.activity	sample_BA_sex	-0.108989584845884
electron.carrier.activity	sample_sa_veg	-0.0358568795307952
electron.carrier.activity	sample_sa_sex	-0.107889383111013
syncytium.formation.by.plasma.membrane.fusion	sample_BA_veg	-0.29435572757227
syncytium.formation.by.plasma.membrane.fusion	sample_BA_sex	-0.243161182569969
syncytium.formation.by.plasma.membrane.fusion	sample_sa_veg	-0.0880497327849913
syncytium.formation.by.plasma.membrane.fusion	sample_sa_sex	-0.154467953787042
protein.targeting.to.mitochondrion	sample_BA_veg	0.130953353093201
protein.targeting.to.mitochondrion	sample_BA_sex	0.0598727232470446
protein.targeting.to.mitochondrion	sample_sa_veg	0.150127799359902
protein.targeting.to.mitochondrion	sample_sa_sex	-0.0263596019686142
vacuolar.acidification	sample_BA_veg	-0.221978904224583
vacuolar.acidification	sample_BA_sex	-0.192154937540052
vacuolar.acidification	sample_sa_veg	-0.107595756785861
vacuolar.acidification	sample_sa_sex	-0.0409985759661937
cysteine.biosynthetic.process	sample_BA_veg	0.0673313600787886
cysteine.biosynthetic.process	sample_BA_sex	0.0255683560020024
cysteine.biosynthetic.process	sample_sa_veg	-0.0412996332660166
cysteine.biosynthetic.process	sample_sa_sex	-0.320596115615003
methionine.metabolic.process	sample_BA_veg	-0.305098927544811
methionine.metabolic.process	sample_BA_sex	-0.475916739808062
methionine.metabolic.process	sample_sa_veg	-0.418973334705163
methionine.metabolic.process	sample_sa_sex	-0.546305287170225
endocytosis	sample_BA_veg	-0.0671959416759634
endocytosis	sample_BA_sex	0.0226031877375179
endocytosis	sample_sa_veg	0.137746247690317
endocytosis	sample_sa_sex	0.253755000510505
vesicle.mediated.transport	sample_BA_veg	-0.0155661271132326
vesicle.mediated.transport	sample_BA_sex	-0.117198526626365
vesicle.mediated.transport	sample_sa_veg	-0.0485466293335678
vesicle.mediated.transport	sample_sa_sex	0.320135817640513
Golgi.apparatus	sample_BA_veg	0.0700136294659811
Golgi.apparatus	sample_BA_sex	-0.112716257514978
Golgi.apparatus	sample_sa_veg	0.182025228318072
Golgi.apparatus	sample_sa_sex	0.157196548032472
response.to.dsRNA	sample_BA_veg	NA
response.to.dsRNA	sample_BA_sex	NA
response.to.dsRNA	sample_sa_veg	NA
response.to.dsRNA	sample_sa_sex	NA
exocytosis	sample_BA_veg	0.476646323803231
exocytosis	sample_BA_sex	0.222027834408566
exocytosis	sample_sa_veg	0.333226966262941
exocytosis	sample_sa_sex	0.507426996396072
small.GTPase.mediated.signal.transduction	sample_BA_veg	-0.078518992768668
small.GTPase.mediated.signal.transduction	sample_BA_sex	-0.014288502411406
small.GTPase.mediated.signal.transduction	sample_sa_veg	0.224053921546925
small.GTPase.mediated.signal.transduction	sample_sa_sex	0.224246705347708
establishment.of.cell.polarity	sample_BA_veg	-0.247853172270873
establishment.of.cell.polarity	sample_BA_sex	-0.135546382630124
establishment.of.cell.polarity	sample_sa_veg	-0.0766371126040904
establishment.of.cell.polarity	sample_sa_sex	0.0581092504188995
intracellular	sample_BA_veg	-0.0978413665152271
intracellular	sample_BA_sex	-0.344322517325593
intracellular	sample_sa_veg	-0.314892622764188
intracellular	sample_sa_sex	0.0283800285872158
GTPase.activity	sample_BA_veg	-0.109334882347209
GTPase.activity	sample_BA_sex	-0.043670662524079
GTPase.activity	sample_sa_veg	0.0768998693424892
GTPase.activity	sample_sa_sex	0.156359631121869
RNA.binding	sample_BA_veg	0.109644466690615
RNA.binding	sample_BA_sex	-0.0415741668048836
RNA.binding	sample_sa_veg	0.0793586484455149
RNA.binding	sample_sa_sex	-0.0436773495856618
establishment.or.maintenance.of.cell.polarity	sample_BA_veg	0.226570935461526
establishment.or.maintenance.of.cell.polarity	sample_BA_sex	0.0267361393210338
establishment.or.maintenance.of.cell.polarity	sample_sa_veg	0.148176064837453
establishment.or.maintenance.of.cell.polarity	sample_sa_sex	0.124607246594436
hyphal.tip	sample_BA_veg	-0.0745342233101329
hyphal.tip	sample_BA_sex	-0.0272482278342503
hyphal.tip	sample_sa_veg	-0.0296095807503321
hyphal.tip	sample_sa_sex	0.0016241449911021
regulation.of.translational.fidelity	sample_BA_veg	-0.182645184960416
regulation.of.translational.fidelity	sample_BA_sex	-0.409951972294479
regulation.of.translational.fidelity	sample_sa_veg	-0.511125830237473
regulation.of.translational.fidelity	sample_sa_sex	-0.328261353021744
unfolded.protein.binding	sample_BA_veg	0.0820755475218005
unfolded.protein.binding	sample_BA_sex	0.16262445833191
unfolded.protein.binding	sample_sa_veg	0.27582114655703
unfolded.protein.binding	sample_sa_sex	0.321539221775169
ubiquitin.dependent.protein.catabolic.process	sample_BA_veg	-0.0370357462132113
ubiquitin.dependent.protein.catabolic.process	sample_BA_sex	-0.254359508397578
ubiquitin.dependent.protein.catabolic.process	sample_sa_veg	-0.0765470427098407
ubiquitin.dependent.protein.catabolic.process	sample_sa_sex	-0.0740325576013929
aerobic.respiration	sample_BA_veg	-0.450203436479599
aerobic.respiration	sample_BA_sex	-0.441540661847498
aerobic.respiration	sample_sa_veg	-0.755277599936518
aerobic.respiration	sample_sa_sex	-0.367804095195296
temperature.compensation.of.the.circadian.clock	sample_BA_veg	0.0667427490173198
temperature.compensation.of.the.circadian.clock	sample_BA_sex	-0.234201085893061
temperature.compensation.of.the.circadian.clock	sample_sa_veg	0.0964663042585415
temperature.compensation.of.the.circadian.clock	sample_sa_sex	-0.122357221584339
circadian.regulation.of.gene.expression	sample_BA_veg	0.00632910965939484
circadian.regulation.of.gene.expression	sample_BA_sex	0.274950975696077
circadian.regulation.of.gene.expression	sample_sa_veg	0.124941849455574
circadian.regulation.of.gene.expression	sample_sa_sex	0.220226183368603
protein.heterodimerization.activity	sample_BA_veg	0.365558453275252
protein.heterodimerization.activity	sample_BA_sex	0.213713013387382
protein.heterodimerization.activity	sample_sa_veg	0.150909360778983
protein.heterodimerization.activity	sample_sa_sex	0.232161081116502
response.to.acetate	sample_BA_veg	-0.447216381985647
response.to.acetate	sample_BA_sex	-0.0517862462566692
response.to.acetate	sample_sa_veg	-0.343177945779227
response.to.acetate	sample_sa_sex	-0.0809079416015538
tricarboxylic.acid.cycle	sample_BA_veg	0.145266092282383
tricarboxylic.acid.cycle	sample_BA_sex	0.398554991710471
tricarboxylic.acid.cycle	sample_sa_veg	0.274947133599061
tricarboxylic.acid.cycle	sample_sa_sex	0.490295285648246
cellular.response.to.glucose.starvation	sample_BA_veg	-0.187515417933915
cellular.response.to.glucose.starvation	sample_BA_sex	-0.385999608841919
cellular.response.to.glucose.starvation	sample_sa_veg	-0.20566057606785
cellular.response.to.glucose.starvation	sample_sa_sex	-0.206338469777165
mitochondrial.respiratory.chain.complex.I.assembly	sample_BA_veg	-0.293363408272543
mitochondrial.respiratory.chain.complex.I.assembly	sample_BA_sex	-0.325063877691522
mitochondrial.respiratory.chain.complex.I.assembly	sample_sa_veg	-0.275131788140454
mitochondrial.respiratory.chain.complex.I.assembly	sample_sa_sex	-0.150840663428862
rRNA.modification	sample_BA_veg	0.334188999092136
rRNA.modification	sample_BA_sex	0.418411803038207
rRNA.modification	sample_sa_veg	0.383092409855225
rRNA.modification	sample_sa_sex	0.287593832131469
small.nucleolar.ribonucleoprotein.complex	sample_BA_veg	0.154363763526913
small.nucleolar.ribonucleoprotein.complex	sample_BA_sex	-0.0739422801366812
small.nucleolar.ribonucleoprotein.complex	sample_sa_veg	-0.0107520388014684
small.nucleolar.ribonucleoprotein.complex	sample_sa_sex	-0.198686195651674
small.subunit.processome	sample_BA_veg	0.134930356605641
small.subunit.processome	sample_BA_sex	0.148702493249335
small.subunit.processome	sample_sa_veg	0.0360352566212028
small.subunit.processome	sample_sa_sex	-0.135355803620899
iron.sulfur.cluster.assembly	sample_BA_veg	0.0396021629034166
iron.sulfur.cluster.assembly	sample_BA_sex	0.170773415074121
iron.sulfur.cluster.assembly	sample_sa_veg	0.0158657371664912
iron.sulfur.cluster.assembly	sample_sa_sex	0.215480794395176
transcription.from.RNA.polymerase.I.promoter	sample_BA_veg	-0.577877506810419
transcription.from.RNA.polymerase.I.promoter	sample_BA_sex	-0.477085480630195
transcription.from.RNA.polymerase.I.promoter	sample_sa_veg	-0.611022427848381
transcription.from.RNA.polymerase.I.promoter	sample_sa_sex	-0.426177784317781
GTP.binding	sample_BA_veg	-0.287274915192809
GTP.binding	sample_BA_sex	-0.299258925646519
GTP.binding	sample_sa_veg	-0.0194302006867889
GTP.binding	sample_sa_sex	-0.156598177321839
postreplication.repair	sample_BA_veg	0.475186270776521
postreplication.repair	sample_BA_sex	0.176680420448382
postreplication.repair	sample_sa_veg	0.345375485410679
postreplication.repair	sample_sa_sex	0.239202083615356
histone.methyltransferase.activity	sample_BA_veg	-0.00258422317592885
histone.methyltransferase.activity	sample_BA_sex	0.0803105383441787
histone.methyltransferase.activity	sample_sa_veg	0.205427217508822
histone.methyltransferase.activity	sample_sa_sex	0.10581063479925
proteasome.regulatory.particle..base.subcomplex	sample_BA_veg	0.0465139362144196
proteasome.regulatory.particle..base.subcomplex	sample_BA_sex	-0.0745401416368911
proteasome.regulatory.particle..base.subcomplex	sample_sa_veg	0.203648199177353
proteasome.regulatory.particle..base.subcomplex	sample_sa_sex	0.0457238518153765
endopeptidase.activity	sample_BA_veg	0.121814297266671
endopeptidase.activity	sample_BA_sex	-0.267366107416286
endopeptidase.activity	sample_sa_veg	0.0835989743232418
endopeptidase.activity	sample_sa_sex	-0.0815884486079339
response.to.stress	sample_BA_veg	0.261395419505669
response.to.stress	sample_BA_sex	0.299248686729097
response.to.stress	sample_sa_veg	0.503394612861293
response.to.stress	sample_sa_sex	0.575055830903564
nuclear.envelope	sample_BA_veg	-0.0813929681336126
nuclear.envelope	sample_BA_sex	-0.00397728233453302
nuclear.envelope	sample_sa_veg	-0.0156849660242307
nuclear.envelope	sample_sa_sex	0.227756494409633
ER.associated.protein.catabolic.process	sample_BA_veg	-0.29469843501844
ER.associated.protein.catabolic.process	sample_BA_sex	-0.153537352629851
ER.associated.protein.catabolic.process	sample_sa_veg	-0.460539510117425
ER.associated.protein.catabolic.process	sample_sa_sex	0.116029427422592
proton.transporting.ATPase.activity..rotational.mechanism	sample_BA_veg	-0.444502734720497
proton.transporting.ATPase.activity..rotational.mechanism	sample_BA_sex	-0.25202157682544
proton.transporting.ATPase.activity..rotational.mechanism	sample_sa_veg	-0.260286702416273
proton.transporting.ATPase.activity..rotational.mechanism	sample_sa_sex	-0.151286675658651
RNA.splicing	sample_BA_veg	0.370998468254186
RNA.splicing	sample_BA_sex	0.25467072359035
RNA.splicing	sample_sa_veg	0.192552803754945
RNA.splicing	sample_sa_sex	0.346972647382037
translational.initiation	sample_BA_veg	0.196381990677309
translational.initiation	sample_BA_sex	-0.237547207582051
translational.initiation	sample_sa_veg	-0.309626869684501
translational.initiation	sample_sa_sex	0.209065210784457
fungal.type.cell.wall.biogenesis	sample_BA_veg	-0.35629517682493
fungal.type.cell.wall.biogenesis	sample_BA_sex	-0.0403043163142997
fungal.type.cell.wall.biogenesis	sample_sa_veg	-0.29185877807188
fungal.type.cell.wall.biogenesis	sample_sa_sex	-0.161553163672613
DNA.binding	sample_BA_veg	0.322581688117034
DNA.binding	sample_BA_sex	0.0756976416629012
DNA.binding	sample_sa_veg	0.220154290303691
DNA.binding	sample_sa_sex	0.143874171551869
cellular.cell.wall.organization	sample_BA_veg	0.136122589054751
cellular.cell.wall.organization	sample_BA_sex	0.0236044150707682
cellular.cell.wall.organization	sample_sa_veg	0.255203879745723
cellular.cell.wall.organization	sample_sa_sex	0.0970888842457227
fungal.type.cell.wall.organization	sample_BA_veg	-0.184041750739889
fungal.type.cell.wall.organization	sample_BA_sex	-0.237328527160549
fungal.type.cell.wall.organization	sample_sa_veg	-0.0365424694314401
fungal.type.cell.wall.organization	sample_sa_sex	0.053440881867786
membrane.fraction	sample_BA_veg	-0.23530849923743
membrane.fraction	sample_BA_sex	-0.225746025980692
membrane.fraction	sample_sa_veg	-0.0998873705159021
membrane.fraction	sample_sa_sex	-0.129523668930798
peroxisome	sample_BA_veg	-0.172874012252611
peroxisome	sample_BA_sex	-0.21888500294638
peroxisome	sample_sa_veg	0.0757082391245176
peroxisome	sample_sa_sex	0.0275688826375735
transcription.from.RNA.polymerase.II.promoter	sample_BA_veg	-0.0412470929632342
transcription.from.RNA.polymerase.II.promoter	sample_BA_sex	-0.371425323408356
transcription.from.RNA.polymerase.II.promoter	sample_sa_veg	-0.332773312178669
transcription.from.RNA.polymerase.II.promoter	sample_sa_sex	-0.205159162748123
DNA.directed.RNA.polymerase.II..core.complex	sample_BA_veg	-0.0412470929632342
DNA.directed.RNA.polymerase.II..core.complex	sample_BA_sex	-0.371425323408356
DNA.directed.RNA.polymerase.II..core.complex	sample_sa_veg	-0.332773312178669
DNA.directed.RNA.polymerase.II..core.complex	sample_sa_sex	-0.205159162748123
DNA.directed.RNA.polymerase.activity	sample_BA_veg	-4.70199362670162e-05
DNA.directed.RNA.polymerase.activity	sample_BA_sex	-0.0921771404524614
DNA.directed.RNA.polymerase.activity	sample_sa_veg	-0.219398395614661
DNA.directed.RNA.polymerase.activity	sample_sa_sex	-0.040466348296508
mitochondrial.matrix	sample_BA_veg	0.144617834319343
mitochondrial.matrix	sample_BA_sex	0.373604878766909
mitochondrial.matrix	sample_sa_veg	0.355133801779144
mitochondrial.matrix	sample_sa_sex	0.270160041063404
vacuole.fusion..non.autophagic	sample_BA_veg	0.15962923727723
vacuole.fusion..non.autophagic	sample_BA_sex	-0.0634166060900782
vacuole.fusion..non.autophagic	sample_sa_veg	0.0275438117707201
vacuole.fusion..non.autophagic	sample_sa_sex	0.0612633462219741
ribosomal.large.subunit.assembly	sample_BA_veg	0.0702997754463151
ribosomal.large.subunit.assembly	sample_BA_sex	-0.111545428239148
ribosomal.large.subunit.assembly	sample_sa_veg	-0.147203014380861
ribosomal.large.subunit.assembly	sample_sa_sex	-0.0547779405638911
protein.folding	sample_BA_veg	0.568388895701244
protein.folding	sample_BA_sex	0.359826686454573
protein.folding	sample_sa_veg	0.483711454351522
protein.folding	sample_sa_sex	0.466882440686699
mitochondrial.nucleoid	sample_BA_veg	0.138794765129237
mitochondrial.nucleoid	sample_BA_sex	0.107337201996188
mitochondrial.nucleoid	sample_sa_veg	0.25699373045849
mitochondrial.nucleoid	sample_sa_sex	0.0908137322700144
structural.molecule.activity	sample_BA_veg	0.261431598729425
structural.molecule.activity	sample_BA_sex	0.112983502421104
structural.molecule.activity	sample_sa_veg	0.351960237275236
structural.molecule.activity	sample_sa_sex	0.330914661523381
regulation.of.glycogen.metabolic.process	sample_BA_veg	-0.347602299158082
regulation.of.glycogen.metabolic.process	sample_BA_sex	-0.133580692106392
regulation.of.glycogen.metabolic.process	sample_sa_veg	-0.428629788017075
regulation.of.glycogen.metabolic.process	sample_sa_sex	-0.00481354589839809
plasma.membrane	sample_BA_veg	0.0178621118669519
plasma.membrane	sample_BA_sex	0.0758520461547575
plasma.membrane	sample_sa_veg	0.149380410294049
plasma.membrane	sample_sa_sex	-0.0519815515455091
mitochondrial.genome.maintenance	sample_BA_veg	0.657113048028331
mitochondrial.genome.maintenance	sample_BA_sex	-0.01174013383234
mitochondrial.genome.maintenance	sample_sa_veg	0.625322382492337
mitochondrial.genome.maintenance	sample_sa_sex	0.299956526142929
cytoskeleton.organization	sample_BA_veg	0.259867765223438
cytoskeleton.organization	sample_BA_sex	0.147778340261411
cytoskeleton.organization	sample_sa_veg	0.0183235502664854
cytoskeleton.organization	sample_sa_sex	0.668712332270631
cytoskeleton	sample_BA_veg	0.0351943527497509
cytoskeleton	sample_BA_sex	-0.0209829671135572
cytoskeleton	sample_sa_veg	-0.252811397952519
cytoskeleton	sample_sa_sex	0.681731851946531
ubiquitin.protein.ligase.activity	sample_BA_veg	-0.0558092978399048
ubiquitin.protein.ligase.activity	sample_BA_sex	-0.0507565621573616
ubiquitin.protein.ligase.activity	sample_sa_veg	0.0770881891504915
