"geneID" "distance" "met_veg" "met_sex"
"Ntsc1392" "Ntsc1392" 10778 0.248847926267281 0.302611367127496
"Ntsc3824" "Ntsc3824" 14763 0.252232142857143 0.258928571428571
"Ntsc3809" "Ntsc3809" 8837 0.219607843137255 0.203921568627451
"Ntsc3808" "Ntsc3808" 5964 0.193877551020408 0.244897959183673
"Ntsc1410" "Ntsc1410" 4809 0.185185185185185 0.296296296296296
"Ntsc3807" "Ntsc3807" 1935 0.236363636363636 0.250909090909091
"Ntsc1391" "Ntsc1391" 492 0.21875 0.21875
"Ntsc3806" "Ntsc3806" 1840 0.241573033707865 0.207865168539326
"Ntsc1409" "Ntsc1409" 695 0.264705882352941 0.316176470588235
"Ntsc1413" "Ntsc1413" 138 0.19 0.22
"Ntsc3790" "Ntsc3790" 138 0.186666666666667 0.253333333333333
"Ntsc3833" "Ntsc3833" 3864 0.208092485549133 0.254335260115607
"Ntsc3789" "Ntsc3789" 7448 0.246376811594203 0.202898550724638
"Ntsc1412" "Ntsc1412" 10584 0.2152466367713 0.20627802690583
"Ntsc1403" "Ntsc1403" 7753 0.283018867924528 0.39622641509434
"Ntsc3805" "Ntsc3805" 3181 0.220833333333333 0.266666666666667
"Ntsc1411" "Ntsc1411" 4096 0.221674876847291 0.270935960591133
"Ntsc3788" "Ntsc3788" 8755 0.22972972972973 0.279279279279279
"Ntsc3776" "Ntsc3776" 8021 0.213815789473684 0.230263157894737
"Ntsc3775" "Ntsc3775" 5743 0.210526315789474 0.218045112781955
"Ntsc1388" "Ntsc1388" 597 0.247126436781609 0.264367816091954
"Ntsc1390" "Ntsc1390" 5978 0.297029702970297 0.311881188118812
"Ntsc3787" "Ntsc3787" 2933 0.166666666666667 0.25
"Ntsc3783" "Ntsc3783" 822 0.265193370165746 0.248618784530387
"Ntsc3786" "Ntsc3786" 44 0.27972027972028 0.321678321678322
"Ntsc3782" "Ntsc3782" 620 0.278846153846154 0.269230769230769
"Ntsc3785" "Ntsc3785" 10388 0.23327615780446 0.281303602058319
"Ntsc7876" "Ntsc7876" 6529 0.228571428571429 0.314285714285714
"Ntsc1387" "Ntsc1387" 1375 0.283018867924528 0.30188679245283
"Ntsc3781" "Ntsc3781" 1632 0.21656050955414 0.292993630573248
"Ntsc3784" "Ntsc3784" 3686 0.4375 0.25
"Ntsc3774" "Ntsc3774" 8279 0.238532110091743 0.261467889908257
"Ntsc3778" "Ntsc3778" 441 0.255384615384615 0.209230769230769
"Ntsc3780" "Ntsc3780" 11 0.180327868852459 0.19672131147541
"Ntsc3777" "Ntsc3777" 3868 0.211538461538462 0.25
"Ntsc1389" "Ntsc1389" 5555 0.305084745762712 0.283898305084746
"Ntsc1386" "Ntsc1386" 13972 0.247826086956522 0.3
"Ntsc3773" "Ntsc3773" 12982 0.242424242424242 0.292929292929293
"Ntsc1385" "Ntsc1385" 10064 0.265957446808511 0.290780141843972
"Ntsc1384" "Ntsc1384" 5976 0.269230769230769 0.338461538461538
"Ntsc3779" "Ntsc3779" 4276 0.347826086956522 0.282608695652174
"Ntsc1381" "Ntsc1381" 655 0.247340425531915 0.263297872340426
"Ntsc7872" "Ntsc7872" 416 0.25 0.214285714285714
"Ntsc3772" "Ntsc3772" 2609 0.146341463414634 0.121951219512195
"Ntsc1375" "Ntsc1375" 3272 0.272151898734177 0.29746835443038
"Ntsc3766" "Ntsc3766" 3272 0.166666666666667 0.21078431372549
"Ntsc1380" "Ntsc1380" 1024 0.258426966292135 0.269662921348315
"Ntsc3765" "Ntsc3765" 1024 0.272321428571429 0.290178571428571
"Ntsc3771" "Ntsc3771" 969 0.272321428571429 0.352678571428571
"Ntsc1383" "Ntsc1383" 3143 0.348837209302326 0.317829457364341
"Ntsc1379" "Ntsc1379" 5358 0.266169154228856 0.261194029850746
"Ntsc1382" "Ntsc1382" 8767 0.221649484536082 0.257731958762887
"Ntsc3770" "Ntsc3770" 2095 0.217073170731707 0.268292682926829
"Ntsc3760" "Ntsc3760" 0 0.262068965517241 0.277586206896552
"Ntsc3769" "Ntsc3769" 923 0.226415094339623 0.239622641509434
"Ntsc3768" "Ntsc3768" 724 0.248847926267281 0.262672811059908
"Ntsc3759" "Ntsc3759" 147 0.253393665158371 0.230769230769231
"Ntsc3764" "Ntsc3764" 360 0.224770642201835 0.311926605504587
"Ntsc3758" "Ntsc3758" 401 0.261538461538462 0.246153846153846
"Ntsc3763" "Ntsc3763" 938 0.3375 0.24375
"Ntsc1378" "Ntsc1378" 3222 0.271317829457364 0.263565891472868
"Ntsc3762" "Ntsc3762" 1322 0.215384615384615 0.261538461538462
"Ntsc1377" "Ntsc1377" 69 0.2 0.223529411764706
"Ntsc7875" "Ntsc7875" 641 0.234782608695652 0.208695652173913
"Ntsc3767" "Ntsc3767" 905 0.230398069963812 0.276236429433052
"Ntsc7874" "Ntsc7874" 8757 0.287671232876712 0.278538812785388
"Ntsc1376" "Ntsc1376" 12583 0.226415094339623 0.233962264150943
"Ntsc7873" "Ntsc7873" 15872 0.209003215434084 0.273311897106109
"Ntsc3761" "Ntsc3761" 18381 0.216981132075472 0.19496855345912
"Ntsc3747" "Ntsc3747" 14578 0.224137931034483 0.220689655172414
"Ntsc1372" "Ntsc1372" 12287 0.254237288135593 0.245762711864407
"Ntsc3746" "Ntsc3746" 10860 0.237704918032787 0.19672131147541
"Ntsc3738" "Ntsc3738" 9019 0.236486486486486 0.358108108108108
"Ntsc3757" "Ntsc3757" 7505 0.281045751633987 0.30718954248366
"Ntsc3756" "Ntsc3756" 3535 0.267796610169492 0.250847457627119
"Ntsc3737" "Ntsc3737" 1459 0.271551724137931 0.275862068965517
"Ntsc3755" "Ntsc3755" 0 0.248945147679325 0.291139240506329
"Ntsc3750" "Ntsc3750" 94 0.310810810810811 0.280405405405405
"Ntsc1371" "Ntsc1371" 413 0.170212765957447 0.127659574468085
"Ntsc1367" "Ntsc1367" 0 0.227848101265823 0.265822784810127
"Ntsc1366" "Ntsc1366" 2247 0.252808988764045 0.280898876404494
"Ntsc3754" "Ntsc3754" 4935 0.24113475177305 0.198581560283688
"Ntsc3745" "Ntsc3745" 7415 0.226244343891403 0.226244343891403
"Ntsc3749" "Ntsc3749" 9876 0.266129032258065 0.282258064516129
"Ntsc3753" "Ntsc3753" 12022 0.223214285714286 0.273809523809524
"Ntsc1370" "Ntsc1370" 16120 0.256756756756757 0.27027027027027
"Ntsc3736" "Ntsc3736" 17808 0.290540540540541 0.324324324324324
"Ntsc1365" "Ntsc1365" 17762 0.271714922048998 0.293986636971047
"Ntsc3735" "Ntsc3735" 12816 0.221991701244813 0.282157676348548
"Ntsc3734" "Ntsc3734" 8037 0.239554317548747 0.270194986072423
"Ntsc7871" "Ntsc7871" 2505 0.23109243697479 0.262605042016807
"Ntsc3744" "Ntsc3744" 501 0.164556962025316 0.139240506329114
"Ntsc3752" "Ntsc3752" 1858 0.247685185185185 0.236111111111111
"Ntsc1374" "Ntsc1374" 5570 0.302702702702703 0.324324324324324
"Ntsc1369" "Ntsc1369" 8951 0.263157894736842 0.263157894736842
"Ntsc3743" "Ntsc3743" 9197 0.224576271186441 0.228813559322034
"Ntsc3742" "Ntsc3742" 3171 0.278688524590164 0.251366120218579
"Ntsc1373" "Ntsc1373" 2516 0.25 0.296875
"Ntsc3741" "Ntsc3741" 2516 0.336805555555556 0.267361111111111
"Ntsc3733" "Ntsc3733" 456 0.233236151603499 0.224489795918367
"Ntsc1368" "Ntsc1368" 0 0.278145695364238 0.288079470198675
"Ntsc3740" "Ntsc3740" 2535 0.223529411764706 0.244117647058824
"Ntsc3748" "Ntsc3748" 7079 0.248730964467005 0.274111675126904
"Ntsc3732" "Ntsc3732" 14623 0.233480176211454 0.233480176211454
"Ntsc3731" "Ntsc3731" 17578 0.240506329113924 0.275949367088608
"Ntsc3730" "Ntsc3730" 21629 0.248633879781421 0.248633879781421
"Ntsc3739" "Ntsc3739" 26125 0.244604316546763 0.233812949640288
"Ntsc3751" "Ntsc3751" 29231 0.219895287958115 0.209424083769634
"Ntsc7870" "Ntsc7870" 33898 0.233333333333333 0.3
"Ntsc3729" "Ntsc3729" 40444 0.274011299435028 0.251412429378531
"Ntsc3720" "Ntsc3720" 42736 0.274611398963731 0.22279792746114
"Ntsc3711" "Ntsc3711" 41393 0.278260869565217 0.234782608695652
"Ntsc1361" "Ntsc1361" 37736 0.250681198910082 0.256130790190736
"Ntsc3710" "Ntsc3710" 37624 0 0
"Ntsc3719" "Ntsc3719" 33125 0.228365384615385 0.257211538461538
"Ntsc3715" "Ntsc3715" 19087 0.290816326530612 0.336734693877551
"Ntsc3709" "Ntsc3709" 17059 0.271186440677966 0.265536723163842
"Ntsc1360" "Ntsc1360" 11156 0.211328976034858 0.254901960784314
"Ntsc1362" "Ntsc1362" 9047 0.257142857142857 0.285714285714286
"Ntsc1359" "Ntsc1359" 4167 0.28494623655914 0.258064516129032
"Ntsc3718" "Ntsc3718" 0 0.3 0.325
"Ntsc3714" "Ntsc3714" 1752 0.245614035087719 0.269005847953216
"Ntsc3713" "Ntsc3713" 5172 0.303921568627451 0.294117647058824
"Ntsc3717" "Ntsc3717" 4958 0.222222222222222 0.274074074074074
"Ntsc3712" "Ntsc3712" 1 0.249382716049383 0.271604938271605
"Ntsc7869" "Ntsc7869" 271 0.262108262108262 0.284900284900285
"Ntsc3716" "Ntsc3716" 3282 0.300699300699301 0.27972027972028
"Ntsc3704" "Ntsc3704" 0 0.271402550091075 0.282331511839709
"Ntsc3707" "Ntsc3707" 0 0.284263959390863 0.223350253807107
"Ntsc3703" "Ntsc3703" 127 0.2265625 0.1875
"Ntsc7868" "Ntsc7868" 912 0.217207334273625 0.228490832157969
"Ntsc1358" "Ntsc1358" 7316 0.310126582278481 0.29746835443038
"Ntsc3702" "Ntsc3702" 8633 0.2421875 0.2421875
"Ntsc3706" "Ntsc3706" 10257 0.242718446601942 0.237864077669903
"Ntsc3705" "Ntsc3705" 10368 0.256944444444444 0.238425925925926
"Ntsc3708" "Ntsc3708" 6795 0.313432835820896 0.358208955223881
"Ntsc1357" "Ntsc1357" 2643 0.252525252525253 0.272727272727273
"Ntsc3701" "Ntsc3701" 8700 0.290322580645161 0.269585253456221
"Ntsc3700" "Ntsc3700" 836 0.224839400428266 0.286937901498929
"Ntsc3694" "Ntsc3694" 7352 0.269642857142857 0.232142857142857
"Ntsc3699" "Ntsc3699" 12295 0.248803827751196 0.239234449760766
"Ntsc3693" "Ntsc3693" 23285 0.226575809199319 0.282793867120954
"Ntsc3698" "Ntsc3698" 32157 0.194312796208531 0.213270142180095
"Ntsc3696" "Ntsc3696" 35602 0.209150326797386 0.228758169934641
"Ntsc3697" "Ntsc3697" 36828 0.235294117647059 0.229411764705882
"Ntsc3695" "Ntsc3695" 34155 0.294117647058824 0.289915966386555
"Ntsc1355" "Ntsc1355" 173 0.265625 0.2578125
"Ntsc3692" "Ntsc3692" 173 0.218181818181818 0.236363636363636
"Ntsc7867" "Ntsc7867" 180 0.195945945945946 0.175675675675676
"Ntsc3687" "Ntsc3687" 180 0.190082644628099 0.198347107438017
"Ntsc1354" "Ntsc1354" 1738 0.283464566929134 0.259842519685039
"Ntsc1356" "Ntsc1356" 3059 0.279475982532751 0.292576419213974
"Ntsc3690" "Ntsc3690" 4103 0.206896551724138 0.185344827586207
"Ntsc1353" "Ntsc1353" 13 0.206798866855524 0.195467422096317
"Ntsc3689" "Ntsc3689" 221 0.239495798319328 0.256302521008403
"Ntsc1352" "Ntsc1352" 4634 0.244604316546763 0.26978417266187
"Ntsc1351" "Ntsc1351" 12921 0.25 0.302197802197802
"Ntsc3691" "Ntsc3691" 302 0.286353467561521 0.272930648769575
"Ntsc3688" "Ntsc3688" 747 0.262931034482759 0.228448275862069
"Ntsc3673" "Ntsc3673" 3476 0.201550387596899 0.193798449612403
"Ntsc1342" "Ntsc1342" 5441 0.288732394366197 0.28169014084507
"Ntsc1349" "Ntsc1349" 8134 0.291666666666667 0.25
"Ntsc3680" "Ntsc3680" 9251 0.181318681318681 0.230769230769231
"Ntsc3664" "Ntsc3664" 10830 0.181818181818182 0.181818181818182
"Ntsc3663" "Ntsc3663" 13516 0.27 0.29
"Ntsc1348" "Ntsc1348" 15354 0.257884972170686 0.311688311688312
"Ntsc1347" "Ntsc1347" 20854 0.19047619047619 0.204081632653061
"Ntsc3686" "Ntsc3686" 22314 0.23469387755102 0.255102040816327
"Ntsc3679" "Ntsc3679" 31082 0.242857142857143 0.228571428571429
"Ntsc3685" "Ntsc3685" 21525 0.216216216216216 0.243243243243243
"Ntsc3678" "Ntsc3678" 16820 0.220779220779221 0.246753246753247
"Ntsc3662" "Ntsc3662" 12311 0.229885057471264 0.252873563218391
"Ntsc1340" "Ntsc1340" 12311 0.302521008403361 0.288515406162465
"Ntsc3677" "Ntsc3677" 2280 0.188311688311688 0.188311688311688
"Ntsc1339" "Ntsc1339" 3312 0.208920187793427 0.237089201877934
"Ntsc3671" "Ntsc3671" 39 0.257668711656442 0.242331288343558
"Ntsc3661" "Ntsc3661" 12167 0.241803278688525 0.241803278688525
"Ntsc3684" "Ntsc3684" 7353 0.259493670886076 0.255274261603376
"Ntsc7866" "Ntsc7866" 6280 0.28125 0.265625
